by,descendants,id,kids,score,time,title,type,url,text
dang,395.0,40091622,"[40098013, 40096457, 40092349, 40099136, 40092085, 40091991, 40092265, 40093035, 40092986, 40092144, 40094451, 40091940, 40092835, 40092458, 40091900, 40097372, 40092758, 40102183, 40093032, 40091821, 40093315, 40092350, 40096302, 40102451, 40091850, 40100590, 40093034, 40096463, 40092585, 40096995, 40092174, 40091810, 40091858, 40094906, 40097435, 40093151, 40091931, 40093172, 40092832, 40098801, 40092404, 40098767, 40095148, 40095953, 40092250, 40092994, 40094870, 40096025, 40091809, 40097301, 40100519, 40096136, 40096559, 40092901, 40092979, 40097480, 40096223, 40093824, 40092801, 40092863, 40093266, 40095519, 40100503, 40092778, 40095514, 40092618, 40099404, 40094821, 40092495, 40095662, 40092342, 40092935, 40095518, 40092632, 40098721, 40092152, 40092945, 40094139, 40094408, 40094658, 40092412, 40099667, 40091865, 40093453, 40093111, 40093110, 40092290, 40095975, 40093039, 40094367, 40092195, 40091915, 40093231, 40098036, 40098220, 40093939, 40094424, 40093323, 40097990, 40091776]",337,1713558816,Tell HN: Ever think of applying to YC? Do it this weekend for S24,story,,"(Usually I put an &quot;Apply to YC&quot; thing in the HN footer [1] but I forgot this time, so here is my pitch to make up for it.)<p>If you&#x27;ve ever thought about applying to YC, here&#x27;s a tip: just do it. It doesn&#x27;t take long and could change your life, like it did for me and many others.<p>In particular, if you have either of these two bogus thoughts, ignore them pronto and just go to <a href=""https:&#x2F;&#x2F;apply.ycombinator.com"" rel=""nofollow"">https:&#x2F;&#x2F;apply.ycombinator.com</a> and apply:<p>(1) &quot;probably not good enough &#x2F; won&#x27;t get in&quot; - you&#x27;d be surprised at how many people feel that way, whether because of impostor syndrome, lack of credentials, whatever—and often they turn out to be among the best founders. So this a terrible reason not to apply!<p>The nice thing is, it&#x27;s YC&#x27;s job to evaluate that, not yours. They&#x27;re looking for aptitude which doesn&#x27;t look like what most people (probably including you) assume. You needn&#x27;t look impressive, and you don&#x27;t have to be a competent founder—you learn that from doing YC. Just be yourself as you are, fill out the application and don&#x27;t worry about it.<p>(2) &quot;too early&quot; - there&#x27;s no such thing. YC looks for good potential founders—meaning anyone who can learn what they teach—and nothing else. You&#x27;re already yourself, which is all you need.<p>Some of YC&#x27;s big successes start off as last-minute applications on a whim; and many start with totally different ideas than what ends up succeeding. It&#x27;s YC&#x27;s job to teach you how to play the startup game, and that can start at any time.<p>(&quot;Too far along already&quot; is another bogus notion but I&#x27;ll stick with the top 2 for today.)<p>If you know the game Snakes and Ladders [2], YC is a massive ladder in an area where there are no snakes. Sure it&#x27;s a dice roll, but what reason do you have not to? If you&#x27;re uninterested in the game, no problem—but if you have any impulse to participate, do it! If you&#x27;re the &quot;out of nowhere&quot; type of founder YC loves to fund, your chances are likely a lot better than you imagine.<p>Apply by 8pm PT on Monday 4&#x2F;22 to get a decision by May 29: <a href=""https:&#x2F;&#x2F;apply.ycombinator.com"" rel=""nofollow"">https:&#x2F;&#x2F;apply.ycombinator.com</a>.<p>---<p>[1] like last October - <a href=""https:&#x2F;&#x2F;web.archive.org&#x2F;web&#x2F;20231011022307&#x2F;https:&#x2F;&#x2F;news.ycombinator.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;web.archive.org&#x2F;web&#x2F;20231011022307&#x2F;https:&#x2F;&#x2F;news.ycom...</a><p>[2] <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Snakes_and_ladders"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Snakes_and_ladders</a>"
aragonite,66.0,40096113,"[40096161, 40102579, 40096368, 40099436, 40101890, 40099006, 40098333, 40101585, 40098724, 40096988, 40096597, 40096379, 40096372, 40096301, 40096211]",262,1713606759,MuPDF WASM Viewer Demo,story,https://mupdf.com/wasm/demo/index.html?file=../../docs/mupdf_explored.pdf,
amichail,5.0,40096607,"[40101113, 40101792, 40100828, 40096623]",40,1713613539,SICP in GNU TeXmacs,story,https://github.com/XmacsLabs/interactive-sicp/blob/main/README_EN.md,
cebert,246.0,40097375,"[40097704, 40097842, 40097567, 40097511, 40097507, 40097541, 40098263, 40098708, 40097834, 40101977, 40099898, 40098083, 40097774, 40098226, 40097806, 40099069, 40097570, 40097500, 40097915, 40101892, 40098127, 40097928, 40097949, 40098701, 40100923, 40098668, 40099646, 40098336, 40099237, 40097545, 40097831, 40097590, 40098070, 40097550, 40097764, 40098399, 40097712, 40097840, 40098046, 40097601, 40097556, 40098314, 40098274, 40098257, 40098793, 40097955, 40097945, 40097958, 40098535, 40097474, 40097587, 40097872, 40097549, 40097680, 40097666]",349,1713621187,U-M finds students with alphabetically lower-ranked names receive lower grades,story,https://record.umich.edu/articles/study-alphabetical-order-of-surnames-may-affect-grading/,
jseliger,82.0,40097111,"[40097348, 40098571, 40099785, 40097443, 40097936, 40097493, 40101794, 40097620, 40101747, 40097487, 40097354, 40098589, 40097453, 40097280, 40097527]",103,1713618630,Debugging the Doctor Brain: Who's teaching doctors how to think?,story,https://bessstillman.substack.com/p/debugging-the-doctor-brain,
WhyUVoteGarbage,166.0,40096575,"[40098559, 40098272, 40098229, 40102415, 40098087, 40098225, 40098307, 40099203, 40099644, 40098444, 40100102, 40100164, 40101246, 40098831, 40097899]",265,1713613204,Senate passes reauthorization of key US surveillance program after midnight,story,https://apnews.com/article/fisa-donald-trump-surveillance-congress-johnson-81e991c9f82e77b2fe13f8a3e0e25349,
rcarmo,2.0,40100643,"[40102341, 40102306]",28,1713644083,Relatively Universal ROM Programmer Makes Retro Tech Hacking Accessible,story,https://hackaday.com/2024/04/20/relatively-universal-rom-programmer-makes-retro-tech-hacking-accessible/,
jnord,40.0,40081348,"[40097170, 40099082, 40101245, 40096444, 40097448, 40096786, 40098318, 40098202, 40099456, 40101801, 40100649, 40096404, 40096895, 40097778]",186,1713478711,"50 Years Later, This Apollo-Era Antenna Still Talks to Voyager 2",story,https://spectrum.ieee.org/apollo-era-antenna-voyager-2,
sam42,48.0,40099739,"[40100370, 40100633, 40101077, 40100639, 40101976]",57,1713638395,"HelloKitty ransomware rebrands, releases CD Projekt and Cisco data",story,https://www.bleepingcomputer.com/news/security/hellokitty-ransomware-rebrands-releases-cd-projekt-and-cisco-data/,
inian,160.0,40083807,"[40083852, 40084701, 40083998, 40097079, 40100158, 40085243, 40085110, 40084697, 40084178, 40084051, 40085904, 40084539, 40084263, 40084418, 40094320, 40084084, 40087839, 40085165, 40084847, 40084061, 40094860, 40085399, 40087095, 40085332, 40084587, 40084268, 40086004, 40085024, 40091404, 40087058, 40086151, 40087022, 40084355, 40084166, 40088128]",469,1713505892,Supabase Storage now supports the S3 protocol,story,https://supabase.com/blog/s3-compatible-storage,
sohkamyung,27.0,40085672,"[40101597, 40101212, 40101252, 40102248, 40101361, 40101724, 40101678, 40101090, 40101943, 40102319, 40101044]",25,1713527736,Londoners see what a scientist looks like up close in 50 photographs,story,https://www.nature.com/articles/d41586-024-01156-8,
georgehill,161.0,40099585,"[40100226, 40099930, 40100518, 40100146, 40100144, 40100489, 40100925, 40100385, 40100091, 40100371, 40099991, 40099921, 40100157, 40099970, 40099881, 40100411, 40100035, 40100193, 40100603, 40100255, 40100354, 40100048, 40100399, 40100605, 40100782, 40101181, 40100575, 40100050, 40101443, 40099902, 40100111, 40101363, 40101527, 40100757, 40101205, 40100412, 40100895, 40100448, 40101249, 40100580, 40100556, 40101768, 40100767, 40100390, 40100733, 40101547, 40100156, 40100080, 40100260, 40100359, 40101142, 40100044, 40101456, 40100207, 40101393, 40100170, 40101279, 40100043, 40100726, 40101643, 40100598, 40099753, 40101460, 40100699, 40100299, 40099992, 40100406, 40101096]",392,1713637592,Why you should not apply to YC,story,https://twitter.com/dvassallo/status/1781751108211511680,
throw0101c,52.0,40085437,"[40096059, 40102518, 40095553, 40097262, 40096254, 40096957, 40095631, 40096065, 40096203, 40098479, 40095880]",145,1713525931,The Basics of Legibility: A Short Guide for Non-Typographers,story,https://www.nubero.ch/blog/011/,
tosh,22.0,40084631,"[40098179, 40097451, 40097982, 40097338, 40097195, 40097219, 40099014, 40097663, 40101015, 40098614, 40099159]",105,1713517029,Morton: Bit Interleaving in C/C++,story,https://github.com/jart/morton,
fanf2,69.0,40098606,"[40100049, 40101159, 40100593, 40101800, 40099473, 40101858, 40099855, 40100069, 40100764, 40100654, 40100911, 40099901, 40099214]",86,1713631324,Tips on adding JSON output to your command line utility. (2021),story,https://blog.kellybrazil.com/2021/12/03/tips-on-adding-json-output-to-your-cli-app/,
nateb2022,28.0,40097818,"[40101537, 40098692, 40098698, 40099268, 40101183, 40099485, 40101637, 40101931, 40098983]",106,1713624914,GitHub comments abused to push malware via Microsoft repo URLs,story,https://www.bleepingcomputer.com/news/security/github-comments-abused-to-push-malware-via-microsoft-repo-urls/,
ulrischa,88.0,40089460,"[40091049, 40091339, 40090803, 40090295, 40089929, 40089916, 40092407, 40093867, 40097405, 40090254, 40092855, 40090778, 40097123, 40096812, 40089665, 40090267, 40091566, 40091323, 40093808, 40089946, 40094913, 40097400, 40095557, 40095159, 40089931, 40092231, 40092991, 40090541, 40091247, 40091403]",422,1713547049,Quill v2 – Rich text editor,story,https://quilljs.com/,
wormold,12.0,40089219,"[40097861, 40096769, 40098500, 40091422]",40,1713545984,Mayakovsky in Cleveland (2023),story,https://clevelandhistorical.org/items/show/1001,
todsacerdoti,9.0,40097208,"[40099383, 40100549, 40100805, 40099836, 40098108]",20,1713619655,Programming vs. Mathematical Curiosity,story,https://demian.ferrei.ro/blog/programmer-vs-mathematician,
ushakov,3.0,40100824,[40101318],16,1713645456,Show HN: LLM Scraper – turn any webpage into structured data,story,https://github.com/mishushakov/llm-scraper,
cl3misch,40.0,40084130,"[40095331, 40096989, 40098492, 40096942, 40097304, 40098097]",65,1713510308,Inverters with constant full load capability for electric drives,story,https://www.izm.fraunhofer.de/en/news_events/tech_news/inverters-with-constant-full-load-capability.html,
vyrotek,138.0,40071858,"[40092641, 40090464, 40091389, 40090096, 40090099, 40079794, 40074589, 40075815, 40090297, 40072759, 40075386, 40076453, 40090411, 40079687, 40090350, 40098755, 40090417, 40074763, 40089980, 40072463, 40074894, 40090433, 40075687, 40090126, 40074070, 40093925, 40077770, 40092189, 40090518, 40090891, 40083605, 40090887]",306,1713401734,VASA-1: Lifelike audio-driven talking faces generated in real time,story,https://www.microsoft.com/en-us/research/project/vasa-1/,
bookofjoe,0.0,40101467,,5,1713651168,New Research Reveals That the Spinal Cord Can Learn and Memorize,story,https://scitechdaily.com/remarkable-findings-new-research-reveals-that-the-spinal-cord-can-learn-and-memorize/,
jonbraun,11.0,40102096,"[40102444, 40102397, 40102428, 40102408, 40102471, 40102442, 40102556, 40102393]",28,1713657735,Mark Zuckerberg himself appears in the list of direct contributors to Llama 3,story,https://github.com/meta-llama/llama3/blob/main/MODEL_CARD.md,
georgehill,1.0,40101692,[40101709],4,1713653284,LLM Leaderboard with explanations of what each score means,story,https://crfm.stanford.edu/helm/lite/latest/#/leaderboard,
adrian_mrd,12.0,40096131,"[40099220, 40098764, 40098035]",62,1713607113,UN plastics treaty: don't let lobbyists drown out researchers,story,https://www.nature.com/articles/d41586-024-01089-2,
pantalaimon,91.0,40089609,"[40090268, 40091155, 40093902, 40090308, 40090041, 40094470, 40091664, 40090216, 40090398, 40091094, 40090574, 40090211]",217,1713547725,Multipath TCP for Linux (2022),story,https://www.mptcp.dev/,
jstrieb,44.0,40056166,"[40093124, 40094811, 40093222, 40093230]",141,1713295741,Church's λ-Calculus (2023) [pdf],story,http://www.cs.cmu.edu/~rwh/pfpl/supplements/ulc.pdf,
sxp,0.0,40101518,,5,1713651566,"How A Hater Accelerated [Mentava]'s Timeline by a Year, Overnight",story,https://www.piratewires.com/p/mentava-early-launch-story,
mellosouls,535.0,40088106,"[40089340, 40090089, 40088614, 40089101, 40092227, 40091239, 40088726, 40089125, 40088962, 40088696, 40089495, 40088627, 40088587, 40088555, 40094944, 40089214, 40088563, 40088745, 40090404, 40090613, 40089771, 40090175, 40089619, 40088539, 40088574, 40088560, 40089104, 40089260, 40091382, 40094672, 40090984, 40089144, 40096641, 40092976, 40094010, 40093872, 40092518, 40093896, 40093376, 40088926, 40088609, 40092287, 40088612, 40088150, 40090631, 40089346, 40088969, 40092181, 40088937, 40090848, 40089154, 40090897, 40094368, 40092465, 40089884, 40090986, 40093318, 40091693, 40092669, 40097172, 40089562, 40092670, 40089585, 40096363, 40088998, 40093842, 40095042, 40097710, 40090979, 40093999, 40090552, 40091561, 40092228, 40093709, 40090251, 40091146, 40093794]",923,1713540821,Daniel Dennett has died,story,https://dailynous.com/2024/04/19/daniel-dennett-death-1942-2024/,
thunderbong,91.0,40095325,"[40097404, 40097490, 40097884, 40096809, 40097220, 40098146, 40098208, 40096534, 40097688, 40100405, 40098096, 40097193, 40097021, 40097667, 40097231]",119,1713594985,Dehydrated: Letsencrypt/acme client implemented as a shell-script,story,https://github.com/dehydrated-io/dehydrated,
rwmj,97.0,40095657,"[40096640, 40095915, 40095773, 40095959, 40096738, 40096143, 40101623, 40095979, 40095942, 40098679, 40095987, 40097472, 40097018, 40095862, 40095983, 40096852, 40096276, 40095952, 40096542, 40100555, 40099121, 40096061, 40096228, 40098542, 40097892, 40095947, 40101350, 40096599, 40095986, 40097555]",149,1713600190,Ceefax Simulator,story,https://www.nathanmediaservices.co.uk/ceefax/,
wcedmisten,15.0,40075813,"[40090212, 40098943, 40090174, 40089617]",162,1713445697,The Illustrated Word2Vec (2019),story,https://jalammar.github.io/illustrated-word2vec/,
geox,13.0,40093159,"[40097299, 40096166, 40096041, 40096871, 40096447, 40096427, 40099169]",87,1713570893,Human-level few-shot concept induction through minimax entropy learning,story,https://www.science.org/doi/10.1126/sciadv.adg2488,
vermaden,8.0,40092741,"[40096801, 40097847, 40096174]",25,1713566665,TrueNAS Core versus TrueNAS Scale,story,https://vermaden.wordpress.com/2024/04/20/truenas-core-versus-truenas-scale/,
shakna,10.0,40094959,"[40097617, 40102269, 40098795, 40098768, 40100861, 40099589, 40099896, 40098034, 40098712, 40098762]",63,1713589517,Wax compiler – a tiny language designed to transpile to other languages,story,https://waxc.netlify.app/,
luu,29.0,40051972,"[40095971, 40094888, 40095012, 40097151, 40053800, 40095008, 40094818, 40095754, 40095005, 40093851]",117,1713276031,6th generation x86 CPU Comparisons,story,http://www.azillionmonkeys.com/qed/cpuwar.html,
nateb2022,6.0,40093558,[40096897],25,1713574585,LittleLink: Lightweight self-hosted linktree alternative,story,https://github.com/sethcottle/littlelink,
pseudolus,29.0,40071854,"[40092322, 40092895, 40094138, 40093252, 40096138, 40092285, 40094278, 40094525]",115,1713401697,A mile-long lava tube where humans sheltered for thousands of years,story,https://gizmodo.com/humans-sheltered-lava-tube-umm-jirsan-thousands-years-1851415061,
dgellow,123.0,40085237,"[40087811, 40090789, 40088794, 40089273, 40086891, 40090080, 40086099, 40093861, 40086345, 40088232, 40095227, 40093631, 40089209, 40090504, 40086602, 40086324, 40090053, 40092712, 40087885, 40094086, 40093727, 40090011, 40089046, 40091171, 40086300, 40086184]",187,1713524028,C-Macs – a pure C macOS application,story,https://github.com/CodaFi/C-Macs,
ulrischa,2.0,40101677,"[40102210, 40102473, 40102592]",24,1713653127,Portr: Open-Source Ngrok Alternative,story,https://portr.dev/,
leijurv,113.0,40067857,"[40080354, 40080651, 40080197, 40080172, 40080202, 40080088, 40081457, 40081788, 40086526, 40080754, 40080505, 40081679, 40084409, 40081894, 40083004, 40081454, 40083602, 40085590, 40082368, 40068505, 40068448, 40080839]",514,1713375771,Randar: A Minecraft exploit that uses LLL lattice reduction to crack server RNG,story,https://github.com/spawnmason/randar-explanation/blob/master/README.md,
ignoramous,23.0,40101846,"[40102611, 40102425, 40101921, 40102192, 40102038, 40102097, 40102253, 40102292, 40102175, 40101980, 40102546]",69,1713655100,GPT-4 can exploit vulnerabilities by reading CVEs,story,https://www.theregister.com/2024/04/17/gpt4_can_exploit_real_vulnerabilities/,
koolba,1.0,40099423,[40099472],13,1713636631,Custom of the Sea,story,https://en.wikipedia.org/wiki/Custom_of_the_sea,
janandonly,76.0,40100151,"[40100284, 40100400, 40100330, 40100337, 40100308, 40100888, 40100427, 40100530, 40100229, 40101324, 40100367, 40100379, 40100355, 40100333, 40100484, 40100338, 40100451]",134,1713640669,AltStore. The first Apple approved alternative App Store,story,https://altstore.io/#Downloads,
panqueca,26.0,40102024,"[40102454, 40102268, 40102512, 40102176, 40102159, 40102590, 40102249, 40102541, 40102559]",41,1713656809,Depression Rates by Country 2024,story,https://worldpopulationreview.com/country-rankings/depression-rates-by-country,
transpute,13.0,40084957,"[40096248, 40096004, 40098338, 40098242, 40097288, 40097505]",48,1713521316,RFI (Radio Frequency Interference) Sleuthing with the TinySA (2021),story,http://ka7oei.blogspot.com/2021/02/rfi-radio-frequency-interference.html,
PaulHoule,57.0,40087793,"[40088649, 40088750, 40090397, 40089556, 40089060, 40100611, 40088804, 40088667, 40089397, 40093911, 40089197, 40090874, 40091597, 40091683]",67,1713539438,Why are there so many beetle species?,story,https://knowablemagazine.org/content/article/living-world/2024/why-are-there-so-many-types-of-beetles,
bratao,906.0,40077533,"[40078279, 40077643, 40088247, 40078383, 40081715, 40077816, 40078796, 40078130, 40077710, 40077653, 40078025, 40077763, 40077853, 40079179, 40079019, 40081485, 40078122, 40079901, 40078918, 40081716, 40078072, 40077871, 40077660, 40078421, 40078566, 40078811, 40080824, 40091721, 40077949, 40078146, 40077768, 40078761, 40078458, 40078621, 40078609, 40077694, 40083297, 40078018, 40078228, 40080059, 40077677, 40078680, 40078872, 40078551, 40078671, 40078074, 40084753, 40096006, 40083800, 40083223, 40077635, 40098989, 40088930, 40080185, 40078127, 40092836, 40077664, 40082567, 40081622, 40089390, 40084919, 40080688, 40083497, 40080372, 40078592, 40080242, 40077629, 40077657, 40078547, 40079667, 40083525, 40078661, 40081378, 40081092, 40085645, 40081527, 40078107, 40087556, 40080043, 40082074, 40084086, 40077996, 40080177, 40078530, 40077736, 40081525, 40080888, 40082106, 40080071, 40081919, 40077735, 40077789, 40083545, 40077720, 40082371, 40077903, 40082020, 40078066, 40079827, 40078260, 40078988, 40079537, 40081423, 40081917, 40079648, 40084588, 40082944, 40079850, 40082768, 40079485, 40079088, 40083290, 40078202, 40078917, 40081582, 40080696, 40078420, 40077693, 40080260, 40077947]",2150,1713455842,Meta Llama 3,story,https://llama.meta.com/llama3/,
wglb,45.0,40094178,"[40095583, 40095407, 40094594, 40094682, 40097595, 40094535, 40094648]",86,1713580419,Cosmic rays streamed through Earth's atmosphere 41k years ago,story,https://phys.org/news/2024-04-cosmic-rays-streamed-earth-atmosphere.html,
tux3,22.0,40085260,"[40089119, 40091570, 40092748, 40089497, 40087990, 40096278, 40089964, 40088676, 40090868, 40090873, 40087123, 40087989]",166,1713524293,Quantum Algorithms for Lattice Problems – Update on April 18,story,http://www.chenyilei.net/,
danans,48.0,40095189,"[40095828, 40098065, 40098139, 40101218, 40098843, 40101103, 40097082, 40097664]",139,1713593001,Volkswagen workers vote overwhelmingly to join the UAW,story,https://www.cnn.com/2024/04/19/business/volkswagen-uaw-vote/index.html,
brunokiafuka,15.0,40090563,"[40096537, 40094003, 40097724, 40093535, 40100094, 40098854, 40093249, 40098823]",31,1713552261,"Think Twice, Code Once",story,https://brunokiafuka.substack.com/p/think-twice-code-once,
rbanffy,82.0,40085189,"[40098401, 40098449, 40098354, 40098627, 40100064, 40098423, 40098790, 40101075, 40098466, 40099507]",90,1713523657,What Happens When Hyperscalers and Clouds Buy Most Servers and Storage?,story,https://www.nextplatform.com/2024/04/17/what-happens-when-hyperscalers-and-clouds-buy-most-servers-and-storage/,
campuscodi,142.0,40076345,"[40078334, 40082664, 40079419, 40090136, 40081068, 40076891, 40076665, 40077191, 40076815, 40077158, 40082585, 40077312, 40088755, 40076801]",451,1713448866,Halo 2 in HD: Pushing the Original Xbox to the Limit,story,https://icode4.coffee/?p=738,
bwb,31.0,40084193,"[40089923, 40090044, 40092162, 40089817, 40101375, 40090066, 40089147, 40089704, 40091217, 40090643, 40089549, 40089750, 40091556, 40092015, 40090854, 40091872]",94,1713511126,Show HN: Shepherd 3.0 – Like wandering the aisles of your favorite bookstore,story,,"Hi all, creator here :) - I launched Shepherd.com (<a href=""https:&#x2F;&#x2F;shepherd.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;shepherd.com&#x2F;</a>) 3 years ago on Hacker News and have added a ton since then! Here is the original Show HN (<a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=26871660"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=26871660</a>).<p>I’ve interviewed 10,000+ authors &amp; experts to get their 5 favorite reads around different topics, themes, and moods. And I’ve connected those so that you follow your curiosity around topics, authors, books, and more.<p>Try Art Kleiner’s favorite reads on understanding AI and its effect on people: 
<a href=""https:&#x2F;&#x2F;shepherd.com&#x2F;best-books&#x2F;understanding-ai-and-its-effect-on-people"" rel=""nofollow"">https:&#x2F;&#x2F;shepherd.com&#x2F;best-books&#x2F;understanding-ai-and-its-eff...</a><p>Under each book, you can click “What is this book about?” to explore different topics and genres that interest you. I am working on adding themes and other fun connections.<p>Or you can explore things like...<p>Places to explore if you like the book Sapiens: 
<a href=""https:&#x2F;&#x2F;shepherd.com&#x2F;search&#x2F;book&#x2F;1504"" rel=""nofollow"">https:&#x2F;&#x2F;shepherd.com&#x2F;search&#x2F;book&#x2F;1504</a><p>S. B. Divya on her favorite realistic near-future science fiction: 
<a href=""https:&#x2F;&#x2F;shepherd.com&#x2F;best-books&#x2F;realistic-near-future-science-fiction"" rel=""nofollow"">https:&#x2F;&#x2F;shepherd.com&#x2F;best-books&#x2F;realistic-near-future-scienc...</a><p>Places to explore if you like hard sci-fi: 
<a href=""https:&#x2F;&#x2F;shepherd.com&#x2F;search&#x2F;shelf&#x2F;12622"" rel=""nofollow"">https:&#x2F;&#x2F;shepherd.com&#x2F;search&#x2F;shelf&#x2F;12622</a><p>Places to explore if you like Stephen King: 
<a href=""https:&#x2F;&#x2F;shepherd.com&#x2F;search&#x2F;author&#x2F;4826"" rel=""nofollow"">https:&#x2F;&#x2F;shepherd.com&#x2F;search&#x2F;author&#x2F;4826</a><p>Azby Brown’s favorite books on Japanese carpentry and construction:
<a href=""https:&#x2F;&#x2F;shepherd.com&#x2F;best-books&#x2F;japanese-carpentry-and-construction"" rel=""nofollow"">https:&#x2F;&#x2F;shepherd.com&#x2F;best-books&#x2F;japanese-carpentry-and-const...</a><p>Malayna Evan’s favorite reads on badass women who left a mark on the ancient world: 
<a href=""https:&#x2F;&#x2F;shepherd.com&#x2F;best-books&#x2F;badass-women-who-left-a-mark-on-the-ancient-world"" rel=""nofollow"">https:&#x2F;&#x2F;shepherd.com&#x2F;best-books&#x2F;badass-women-who-left-a-mark...</a><p>Shepherd is bootstrapped, and I’ve got many reader features coming soon! I have a newsletter about building the project and early access to new features here: 
<a href=""https:&#x2F;&#x2F;forauthors.shepherd.com&#x2F;newsletter-for-readers"" rel=""nofollow"">https:&#x2F;&#x2F;forauthors.shepherd.com&#x2F;newsletter-for-readers</a><p>What do we use to build this? Python, Django, Heroku,  Postgre,  Cloudflare, NLP&#x2F;ML for Wikipedia topic IDs via Wikifier (<a href=""https:&#x2F;&#x2F;wikifier.org"" rel=""nofollow"">https:&#x2F;&#x2F;wikifier.org</a>), Nielsen’s book API database (publisher data + Library of Congress data), and Cloudinary.<p>My email is ben@shepherd.com if you want to share ideas or suggestions :)<p>Thanks, Ben"
